
 Lista de Imóveis da Caixa;;Data de geração:;12/12/2025;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8444406901857 ;SP ;RIO CLARO ;VILA PAULISTA ;AVENIDA P 19, N. 230, ;135.326,01;215.000,00;37.06;Casa, 0.00 de área total, 66.00 de área privativa, 66.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406901857
 10212203 ;SP ;RIO CLARO ;SANTA CRUZ ;AV 18, N. 1161, Apto 103 ;656.433,73;1.030.000,00;36.27;Apartamento, 0.00 de área total, 161.50 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10212203
 1444419301901 ;SP ;RIO CLARO ;JARDIM ALFREDO KARAN ;AVENIDA 56, N. SN, ;701.045,73;1.100.000,00;36.27;Terreno, 0.00 de área total, 0.00 de área privativa, 17.06 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419301901
 8444430990147 ;SP ;RIO CLARO ;PARQUE MAE PRETA ;RUA 14 MP, N. 495, LT 31 QD D1 ;143.287,41;170.000,00;15.72;Casa, 30.62 de área total, 30.62 de área privativa, 125.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430990147
 1444400676829 ;SP ;RIO CLARO ;VILA INDUSTRIAL ;RUA 2-VI, N. SN, LT 12 DESM. M28347 ;125.000,00;125.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 160.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444400676829
 1555525997274 ;SP ;RIO CLARO ;RIO CLARO ; ESTRADA DOS COSTAS, N. 750, Apto 14, BL 09 ;260.000,00;260.000,00;0.00;Apartamento, 96.64 de área total, 58.37 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555525997274
 8444425969526 ;SP ;RIO CLARO ;JARDIM MIRASSOL ;RUA 24, N. SN, PARTE LT 25 QD 06 ;220.200,00;220.200,00;0.00;Casa, 61.00 de área total, 61.00 de área privativa, 150.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425969526
 8444429099399 ;SP ;RIO CLARO ;JARDIM PANORAMA ;RUA 27 PA, N. 118, LT 224 QD A ;177.000,00;177.000,00;0.00;Prédio, 79.25 de área total, 79.25 de área privativa, 125.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429099399
 8787710924988 ;SP ;RIO DAS PEDRAS ;JARDIM OURO FINO ;RUA ANTONIO MANOEL MONTEIRO, N. 171, LT 22 QD D ;130.575,57;201.000,00;35.04;Casa, 44.78 de área total, 44.78 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710924988
 1444411860219 ;SP ;SALES OLIVEIRA ;RESIDENCIAL JARDIM PARAISO ;RUA VEREADOR AMANCIO DOS SANTOS, N. 437,  QD 19 ;179.344,63;160.000,00;0.00;Casa, 71.28 de área total, 71.28 de área privativa, 125.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444411860219
 8444434309207 ;SP ;SALTINHO ;RESIDENCIAL AZALEAS ;RUA MARIA APARECIDA BORTOLETO WENCESLAU, N. SN, LT 13 QD B ;173.282,79;115.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 125.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434309207
 8787702874110 ;SP ;SALTO ;JARDIM DAS NACOES ;RUA JAPAO, N. 5, Apto 402, BL 11 ;132.593,21;225.000,00;41.07;Apartamento, 138.21 de área total, 41.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702874110
 8787707952259 ;SP ;SALTO ;RESIDENCIAL PARQUE LAGUNA ;RUA JURISTA CARLOS DE MORAES ANDRADE, N. 108, Apto 104, BL 03 VG 184 ;108.112,92;182.439,93;40.75;Apartamento, 0.00 de área total, 41.98 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707952259
 8787708512171 ;SP ;SALTO ;OLARIA ;RUA DAS NACOES UNIDAS, N. 2111, Apto 402, BL 07, 4º PAVIMENTO ;98.370,70;166.000,00;40.75;Apartamento, 0.00 de área total, 40.51 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708512171
 8555538508933 ;SP ;SALTO ;OLARIA ;RUA DAS NACOES UNIDAS, N. 600, Apto 302, BL 04 VG 126 ;117.860,63;195.000,00;39.56;Apartamento, 117.23 de área total, 41.47 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538508933
 8555538696411 ;SP ;SALTO ;JARDIM SANTA LUCIA ;RUA JOVINIANO DE SOUZA FREIRE, N. 211, Apto 11, BL 01 ;114.644,59;189.679,07;39.56;Apartamento, 113.26 de área total, 44.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538696411
 8787703818329 ;SP ;SALTO ;JARDIM DAS NACOES ;RUA JAPAO, N. 5, Apto 104, BL 22 VG 679 VG 680 ;123.904,77;205.000,00;39.56;Apartamento, 138.21 de área total, 41.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703818329
 8787704211908 ;SP ;SALTO ;JARDIM DAS NACOES ;RUA JAPAO, N. 5, Apto 204, BL10 ;125.718,01;208.000,00;39.56;Apartamento, 0.00 de área total, 41.80 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704211908
 8787711423311 ;SP ;SALTO ;RESIDENCIAL PARQUE LAGUNA ;RUA  CARLOS DE MORAES ANDRADE JURISTA, N. 108, Apto 102, BL 7 VG 146 ;124.509,18;206.000,00;39.56;Apartamento, 92.42 de área total, 41.98 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711423311
 8444420279947 ;SP ;SALTO ;RESIDENCIAL VILA MARTINS ;RUA OSCAR ZUIM, N. SN, LT 13 QD 28 ;171.445,26;280.000,00;38.77;Casa, 55.00 de área total, 55.00 de área privativa, 209.02 de área do terreno,  2 qto(s).;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420279947
 1444408860815 ;SP ;SALTO ;RECANTO DO GUARAU ;RUA ESTADO DO RIO GRANDE DO NORTE, N. 22, Apto 21, ;227.220,84;356.528,70;36.27;Apartamento, 0.00 de área total, 63.76 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444408860815
 8787701671711 ;SP ;SALTO ;JARDIM SANTA LUCIA ;RUA JOVINIANO DE SOUZA FREIRE, N. 211, Apto 12, BL 09 ;187.644,91;187.644,91;0.00;Apartamento, 113.26 de área total, 44.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701671711
 8787703066475 ;SP ;SALTO ;JARDIM DAS NACOES ;RUA JAPAO, N. 5, Apto 202, BL 06 VG 171 VG 172 ;232.177,85;213.000,00;0.00;Apartamento, 138.21 de área total, 41.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703066475
 8444408922622 ;SP ;SALTO DE PIRAPORA ;JARDIM DAS BANDEIRAS ;RUA AUGUSTO DEOLINDO DE GOES, N. 100, Apto 02, VAGA N 02 ;79.939,69;138.000,00;42.08;Apartamento, 52.12 de área total, 52.12 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408922622
 8444415414793 ;SP ;SALTO DE PIRAPORA ;TERRAS DE SAO JOAO ;RUA HONORIO DE ALMEIDA BARROS, N. 1030, CASA 01 VG ;145.396,78;231.000,00;37.06;Casa, 68.98 de área total, 68.98 de área privativa, 62.28 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444415414793
 8787712047739 ;SP ;SALTO DE PIRAPORA ;VILA SANTA ISABEL ;RUA ANDRE CRUCOMSCHI, N. 451, Apto 202, BL 09 VG 128 ;178.000,00;178.000,00;0.00;Apartamento, 81.18 de área total, 42.84 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712047739
 8444426261470 ;SP ;SALTO GRANDE ;VILA SALTO GRANDE ;RUA PREFEITO CORONEL VIRGILIO JOSE FERRE, N. 42, QD 07 PARTE LT 02 ;38.340,10;66.000,00;41.91;Casa, 35.96 de área total, 35.96 de área privativa, 240.00 de área do terreno,  1 qto(s), WC, cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426261470
 8444431067520 ;SP ;SANTA BARBARA D'OESTE ;CONJUNTO HABITACIONAL ROBERTO ROMANO ;RUA REVERENDO JOAO FELICIANO PIRES, N. 260, Apto 14, BL 260-A ;52.160,49;90.100,00;42.11;Apartamento, 48.48 de área total, 42.23 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444431067520
 8555537423586 ;SP ;SANTA BARBARA D'OESTE ;JOIAS DE SANTA BARBARA ;RUA GERALDO PEREIRA DE BRITO, N. 75, Apto 42, BL 01 ;108.444,81;183.000,00;40.75;Apartamento, 55.18 de área total, 48.79 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537423586
 8555540014942 ;SP ;SANTA BARBARA D'OESTE ;PLANALTO DO SOL II ;RUA ARGEU EGYDIO DOS SANTOS, N. 337, Apto 34, BL 9 ;103.111,46;174.000,00;40.75;Apartamento, 55.41 de área total, 48.79 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555540014942
 8787703570289 ;SP ;SANTA BARBARA D'OESTE ;PARQUE AMARILIS ;AVENIDA MOGI GUACU, N. 1151, Apto 404, BL12 ;98.963,30;167.000,00;40.75;Apartamento, 39.30 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703570289
 8787707062911 ;SP ;SANTA BARBARA D'OESTE ;JARDIM VISTA ALEGRE ;RUA DA BENIGNIDADE, N. 318, Apto 501, BL 04 VAGA DE GARAGEM Nº 204 ;100.741,08;170.000,00;40.75;Apartamento, 45.17 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707062911
 8787709984492 ;SP ;SANTA BARBARA D'OESTE ;RESIDENCIAL MAC KNIGHT ;ESTRADA DO BARREIRINHO, N. 1331, Apto 501, BL 01 ;104.296,65;176.000,00;40.75;Apartamento, 52.51 de área total, 45.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709984492
 8787715695030 ;SP ;SANTA BARBARA D'OESTE ;RECREIO ALVORADA ;RUA ALECIO BIONDI, N. 345, Apto 308, BLOCO 09 ;103.704,06;175.000,00;40.75;Apartamento, 114.88 de área total, 42.23 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715695030
 8787715882140 ;SP ;SANTA BARBARA D'OESTE ;RECREIO ALVORADA ;RUA ALECIO BIONDI, N. 345, Apto 002, LT 01A  BL 08 ;103.704,06;175.000,00;40.75;Apartamento, 114.83 de área total, 42.21 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715882140
 8787717837142 ;SP ;SANTA BARBARA D'OESTE ;RECREIO ALVORADA ;RUA ALECIO BIONDI, N. 345, Apto 07, BL 09 ;94.815,14;160.000,00;40.75;Apartamento, 0.00 de área total, 42.21 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717837142
 8787704399982 ;SP ;SANTA BARBARA D'OESTE ;CHACARA TAVER ;RUA SOLDADO JUVENAL ALVES CORREIA, N. 263, Apto 303, BL K ;114.838,57;190.000,00;39.56;Apartamento, 63.50 de área total, 43.33 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704399982
 8787708246552 ;SP ;SANTA BARBARA D'OESTE ;JARDIM VISTA ALEGRE ;RUA DA BENIGNIDADE, N. 318, Apto 101, BL 03 VG 57 ;129.948,90;215.000,00;39.56;Apartamento, 45.29 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708246552
 8787710049378 ;SP ;SANTA BARBARA D'OESTE ;JARDIM DAS LARANJEIRAS ;AVENIDA MOGI GUACU, N. 1990, Apto 44, BL05 ;111.816,50;185.000,00;39.56;Apartamento, 46.33 de área total, 39.32 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710049378
 8787711899545 ;SP ;SANTA BARBARA D'OESTE ;JARDIM DOS MANACAS ;AVENIDA PASTOR JOSE CARIVALDO MILANEZ, N. 683, Apto 104, BLOCO  B ;129.344,49;214.000,00;39.56;Apartamento, 73.04 de área total, 49.02 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711899545
 8787714962140 ;SP ;SANTA BARBARA D'OESTE ;RECREIO ALVORADA ;RUA ALECIO BIONDI, N. 345, Apto 3, BL 06 ;123.904,77;205.000,00;39.56;Apartamento, 133.94 de área total, 56.29 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714962140
 8787716016366 ;SP ;SANTA BARBARA D'OESTE ;RECREIO ALVORADA ;RUA ALECIO BIONDI, N. 345, Apto 303, BL 09, LT 01-A, QD F ;113.629,74;188.000,00;39.56;Apartamento, 114.83 de área total, 42.21 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716016366
 8787717523121 ;SP ;SANTA BARBARA D'OESTE ;RECREIO ALVORADA ;RUA ALECIO BIONDI, N. 345, Apto 305, BL 10 ;113.025,32;187.000,00;39.56;Apartamento, 114.88 de área total, 42.23 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717523121
 8787717738470 ;SP ;SANTA BARBARA D'OESTE ;RECREIO ALVORADA ;RUA ALECIO BIONDI, N. 345, Apto 206, BL 11 ;114.838,57;190.000,00;39.56;Apartamento, 114.83 de área total, 42.21 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717738470
 8787718063477 ;SP ;SANTA BARBARA D'OESTE ;RECREIO ALVORADA ;RUA ALECIO BIONDI, N. 345, Apto 203, BL 9, LT 01-A, QD F ;120.882,70;200.000,00;39.56;Apartamento, 114.83 de área total, 42.21 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718063477
 1787702489030 ;SP ;SANTA BARBARA D'OESTE ;RECREIO ALVORADA ;RUA ALECIO BIONDI, N. 345, Apto 003, BLOCO 09 ;134.067,16;213.000,00;37.06;Apartamento, 133.94 de área total, 56.29 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787702489030
 8181458467681 ;SP ;SANTA BARBARA D'OESTE ;PARQUE RESIDENCIAL SAO JOAQUIM ;RUA ARTUR NOGUEIRA, N. 77, ;158.053,95;248.000,00;36.27;Casa, 123.02 de área total, 123.02 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8181458467681
 8787708877439 ;SP ;SANTA BARBARA D'OESTE ;RESIDENCIAL MAC KNIGHT ;ESTRADA DO BARREIRINHO, N. 1291, Apto 404, BL 08 ;133.776,57;195.000,00;31.40;Apartamento, 99.23 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708877439
 1444415197140 ;SP ;SANTA BARBARA D'OESTE ;JARDIM PEROLA ;RUA DO FEIJAO, N. 39, LT 14 QD 47 GL A ;285.000,00;285.000,00;0.00;Casa, 116.24 de área total, 50.00 de área privativa, 157.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444415197140
 8787708119356 ;SP ;SANTA BARBARA D'OESTE ;JARDIM SAO FRANCISCO ;RUA CAIAPOS, N. 220, Apto 92, PAV 9 TORRE B VG 343 E 344 ;353.000,00;353.000,00;0.00;Apartamento, 0.00 de área total, 57.62 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708119356
 8787708418264 ;SP ;SANTA BARBARA D'OESTE ;CHACARA TAVER ;ESTRADA DO BARREIRINHO, N. 1391, Apto 402, BL 04 VG 136 ;178.000,00;178.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708418264
 8787708649657 ;SP ;SANTA BARBARA D'OESTE ;CHACARA TAVER ;ESTRADA DO BARREIRINHO, N. 1291, Apto 501, BL 04 VG 140 ;172.000,00;172.000,00;0.00;Apartamento, 99.23 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708649657
 8555538662525 ;SP ;SANTA BARBARA D'OESTE ;JOIAS DE SANTA BARBARA ;RUA 01, N. 75, Apto 41, BL 9 ;188.175,88;186.876,76;0.00;Apartamento, 55.18 de área total, 48.79 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538662525
 8787709262101 ;SP ;SANTA BARBARA D'OESTE ;RESIDENCIAL MAC KNIGHT ;ESTRADA DO BARREIRINHO, N. 1391, Apto 404, BL 01 VG 115 ;184.785,20;180.450,59;0.00;Apartamento, 52.45 de área total, 45.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709262101
 8555539792406 ;SP ;SANTA BARBARA D'OESTE ;JOIAS DE SANTA BARBARA ;RUA GERALDO PEREIRA BRITO, N. 200, Apto 13, BL 3 ;188.351,09;175.145,00;0.00;Apartamento, 0.00 de área total, 48.79 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539792406
 8555539859241 ;SP ;SANTA BARBARA D'OESTE ;JOIAS DE SANTA BARBARA ;RUA GERALDO PEREIRA DE BRITO, N. 454, Apto 34, BL 01 ;188.117,80;170.000,00;0.00;Apartamento, 55.18 de área total, 48.79 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539859241
 1787702275579 ;SP ;SANTA BARBARA D'OESTE ;JARDIM ALPHACENTER ;RUA REINALDO SACHETTO, N. 79, Apto 1506, TR 1 VG 43 LT 01-A QD N ;273.786,64;237.582,59;0.00;Apartamento, 0.00 de área total, 48.36 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787702275579
 1444420569726 ;SP ;SANTA CRUZ DAS PALMEIRAS ;JARDIM SANTA CLARA ;RUA DARCI BORTOLOTO ZANOLLI, N. 301, LT 04 QD 13 RUA SETE ;495.000,00;495.000,00;0.00;Casa, 180.00 de área total, 180.00 de área privativa, 200.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444420569726
 8444430765844 ;SP ;SANTA ROSA DE VITERBO ;JARDIM SANTA ROSA ; RUA DO VEREADOR, N. 120, ;105.481,84;178.000,00;40.75;Casa, 50.61 de área total, 50.61 de área privativa, 160.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430765844
 1555540151755 ;SP ;SANTANA DE PARNAIBA ;MORADA DAS FLORES (ALDEIA DA SERRA) ;ALAMEDA DAS ROSAS, N. 86, LTS 13 E 14 QD 02 ;1.560.000,00;2.600.000,00;40.00;Casa, 527.92 de área total, 527.92 de área privativa, 864.00 de área do terreno, 4 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555540151755
 8787709695326 ;SP ;SANTANA DE PARNAIBA ;CIDADE SAO PEDRO - GLEBA B ;AVENIDA DAS CONCHAS, N. 915, Apto 23, PAV 2 ;139.015,11;230.000,00;39.56;Apartamento, 87.64 de área total, 43.86 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709695326
 8555539648500 ;SP ;SANTANA DE PARNAIBA ;RECANTO SILVESTRE (FAZENDINHA) ;RUA ALAGOAS, N. 430, Apto 212, 2º ANDAR, SETOR 01 ;154.300,73;252.000,00;38.77;Apartamento, 103.10 de área total, 53.70 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539648500
 1444423226935 ;SP ;SANTANA DE PARNAIBA ;CHACARAS BOA VISTA ;RUA APENINOS, N. 172, LT 10 QD 10 ;830.000,00;830.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 723.98 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444423226935
