
 Lista de Imóveis da Caixa;;Data de geração:;12/12/2025;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 1600000075888 ;SP ;SANTANA DE PARNAIBA ;TAMBORE ;RUA MORISOT, N. 257, LT 17 QD L ;3.979.000,00;3.979.000,00;0.00;Casa, 416.53 de área total, 416.53 de área privativa, 480.00 de área do terreno,  4 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 4 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1600000075888
 1600000256670 ;SP ;SANTANA DE PARNAIBA ;ALPHAVILLE ;ALAMEDA DAS SIBIPIRUNAS, N. 176, LT 19 QD 23 ;4.370.000,00;4.370.000,00;0.00;Casa, 557.27 de área total, 557.27 de área privativa, 778.18 de área do terreno, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1600000256670
 8787707671349 ;SP ;SANTANA DE PARNAIBA ;CHACARA ESTELA ;RUA VEREDA TROPICAL, N. 454, Apto 104, BL 01 VG 19 ;250.000,00;250.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707671349
 8787707967620 ;SP ;SANTANA DE PARNAIBA ;CHACARA ESTELA ;RUA VEREDA TROPICAL, N. 454, Apto 304, BL 05 VG 98 ;250.000,00;250.000,00;0.00;Apartamento, 46.78 de área total, 39.30 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707967620
 1444417483069 ;SP ;SANTO ANDRE ;CONDOMINIO MARACANA ;RUA GREGORIO DE MATOS, N. 553, PARTE LT 04 QD H ;320.154,83;591.000,00;45.83;Casa, 0.00 de área total, 222.00 de área privativa, 130.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 2 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417483069
 1444405795176 ;SP ;SANTO ANDRE ;PARQUE INDUSTRIARIO ;RUA JUREMA, N. 117, Apto 03,  2º PAV VG 03 ;206.330,50;350.000,00;41.05;Apartamento, 0.00 de área total, 72.00 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444405795176
 1555505984207 ;SP ;SANTO ANDRE ;PINHEIRINHO ;RUA PACAJAS, N. 120, Apto 31, VG 28 VG 27 ;297.000,00;495.000,00;40.00;Apartamento, 158.41 de área total, 90.16 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555505984207
 8787714003658 ;SP ;SANTO ANDRE ;VILA SACADURA CABRAL ;AVENIDA GAGO COUTINHO, N. 200, Apto 301, TORRE 01 ;189.000,00;315.000,00;40.00;Apartamento, 63.86 de área total, 42.74 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714003658
 10219108 ;SP ;SANTO ANDRE ;VILA BASTOS ;AVENIDA JOSÉ CABALLERO, N. 65, SL 12, 2 VGS ;476.073,78;747.000,00;36.27;Sala, 0.00 de área total, 91.75 de área privativa, 0.00 de área do terreno, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10219108
 1444400943673 ;SP ;SANTO ANDRE ;VILA ASSUNCAO ;RUA JUQUIA, N. 585, Apto 23C, TORRE 2 HYDE PARK ;216.686,86;340.000,00;36.27;Apartamento, 98.64 de área total, 50.24 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444400943673
 1444405863406 ;SP ;SANTO ANDRE ;CENTRO ;RUA SIQUEIRA CAMPOS, N. 107, Apto 102, 10º PAVIMENTO, BL 3, VAGAS 109 E 110 ;716.978,59;1.125.000,00;36.27;Apartamento, 0.00 de área total, 128.01 de área privativa, 0.00 de área do terreno,  4 qto(s), varanda, WC, WC Emp, 1 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444405863406
 1444406255086 ;SP ;SANTO ANDRE ;VILA PROGRESSO ;AVENIDA VALENTIM MAGALHAES, N. 1478, Apto 03, PAV SUP 2 ;219.873,43;345.000,00;36.27;Apartamento, 95.67 de área total, 52.16 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444406255086
 1444408040478 ;SP ;SANTO ANDRE ;CIDADE SAO JORGE ;RUA AMAZONAS, N. 112, LT 30 QD 21 ;274.682,46;431.000,00;36.27;Terreno, 0.00 de área total, 0.00 de área privativa, 165.89 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444408040478
 1555533838287 ;SP ;SANTO ANDRE ;VILA LUTECIA ;AVENIDA SARA ZIRLIS, N. 192, Apto 02, TORRE 05 ;156.142,00;245.000,00;36.27;Apartamento, 97.50 de área total, 38.72 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555533838287
 8787714162039 ;SP ;SANTO ANDRE ;VILA SACADURA CABRAL ;AVENIDA GAGO COUTINHO, N. 200, Apto 719, TORRE 01 ;190.155,19;255.000,00;25.43;Apartamento, 52.36 de área total, 34.68 de área privativa, 0.00 de área do terreno,  2 qto(s).;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714162039
 8787715056623 ;SP ;SANTO ANDRE ;VILA SACADURA CABRAL ;AVENIDA GAGO COUTINHO, N. 200, Apto 317, TORRE 01 ;222.639,13;239.240,78;6.94;Apartamento, 52.16 de área total, 34.55 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715056623
 8787714025490 ;SP ;SANTO ANDRE ;VILA SACADURA CABRAL ;AVENIDA GAGO COUTINHO, N. 200, Apto 808, TORRE 01 ;228.125,82;235.000,00;2.93;Apartamento, 52.66 de área total, 34.88 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714025490
 1555531847718 ;SP ;SANTO ANDRE ;VILA FLORESTA ;RUA MURITINGA, N. 480, Apto 61, BL III ;485.370,00;485.370,00;0.00;Apartamento, 124.37 de área total, 80.40 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555531847718
 8444403687358 ;SP ;SANTO ANDRE ;JARDIM SANTO ANDRE ;AVENIDA LORETO, N. 321, Apto 33, BL 28 ;205.000,00;205.000,00;0.00;Apartamento, 61.26 de área total, 53.15 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403687358
 8555523233658 ;SP ;SANTO ANDRE ;VILA LUZITA ;AVENIDA LORETO, N. 85, Apto 104, BL B - ED SINTRA ;239.966,04;239.966,04;0.00;Apartamento, 104.48 de área total, 60.52 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555523233658
 8555537357702 ;SP ;SANTO ANDRE ;UTINGA ;RUA ANCARA, N. 100, Apto 105, PAV T TORRE 01 VG 109 E 110 ;337.000,00;337.000,00;0.00;Apartamento, 106.15 de área total, 50.76 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537357702
 8787707180574 ;SP ;SANTO ANDRE ;JARDIM VILA RICA ;RUA GASPAR DE LEMOS, N. 201, Apto 213, BL 02 ;201.000,00;201.000,00;0.00;Apartamento, 58.56 de área total, 34.24 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707180574
 8787714059335 ;SP ;SANTO ANDRE ;VILA SACADURA CABRAL ;AVENIDA GAGO COUTINHO, N. 200, Apto 1509, TR 01 ;276.000,00;276.000,00;0.00;Apartamento, 52.62 de área total, 34.85 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714059335
 1787701780202 ;SP ;SANTO ANDRE ;VILA SACADURA CABRAL ;AVENIDA GAGO COUTINHO, N. 200, Apto 904, TORRE 1 ;287.904,90;266.000,00;0.00;Apartamento, 56.90 de área total, 37.90 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701780202
 8787714198602 ;SP ;SANTO ANDRE ;VILA SACADURA CABRAL ;AVENIDA GAGO COUTINHO, N. 200, Apto 603, TORRE 1 ;288.533,69;260.000,00;0.00;Apartamento, 56.90 de área total, 37.90 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714198602
 8787718285623 ;SP ;SANTO ANDRE ;VILA SACADURA CABRAL ;AVENIDA GAGO COUTINHO, N. 200, Apto 905, PAV 9 TORRE 1 ;372.000,00;335.000,00;0.00;Apartamento, 78.41 de área total, 44.82 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718285623
 8787715225433 ;SP ;SANTO ANDRE ;VILA SACADURA CABRAL ;AVENIDA GAGO COUTINHO, N. 200, Apto 10, TORRE 1 ;261.689,63;227.000,00;0.00;Apartamento, 52.67 de área total, 34.89 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715225433
 8787714773119 ;SP ;SANTO ANDRE ;VILA SACADURA CABRAL ;AVENIDA GAGO COUTINHO, N. 200, Apto 709, TR 1 ;260.243,28;225.000,00;0.00;Apartamento, 52.62 de área total, 34.85 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714773119
 1444420731906 ;SP ;SANTO ANDRE ;PARQUE DAS NACOES ;RUA COLUMBIA, N. 242, Apto 01, BL 01 VG PA01 ;334.907,23;262.600,00;0.00;Apartamento, 63.94 de área total, 37.49 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444420731906
 8444421260816 ;SP ;SANTO EXPEDITO ;CENTRO ;RUA CARLOS GOMES, N. 823, QD 25 LT 02B ;90.161,30;154.000,00;41.46;Casa, 58.33 de área total, 58.33 de área privativa, 300.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421260816
 1444412201081 ;SP ;SANTOS ;EMBARE ;RUA OSCAR SAMPAIO, N. 25, Apto 01, TRIPLEX VAGA 03 ;507.230,83;507.230,83;0.00;Apartamento, 146.54 de área total, 100.22 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444412201081
 1444417331803 ;SP ;SANTOS ;GONZAGA ;RUA GALEAO CARVALHAL, N. 34, Apto 907, ;316.310,00;316.310,00;0.00;Apartamento, 50.13 de área total, 43.70 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417331803
 8444415817383 ;SP ;SANTOS ;GONZAGA ;AVENIDA DOUTOR BERNARDINO DE CAMPOS, N. 151, Apto 24, ;430.000,00;430.000,00;0.00;Apartamento, 109.31 de área total, 73.48 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444415817383
 1444416955315 ;SP ;SANTOS ;MORRO NOVA CINTRA ;AVENIDA PREFEITO DOUTOR ANTONIO MANOEL DE CARVALHO, N. 780, Apto 34, BL D ;321.280,69;274.000,00;0.00;Apartamento, 97.60 de área total, 53.70 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444416955315
 8555519163721 ;SP ;SAO BERNARDO DO CAMPO ;SANTA TEREZINHA ;RUA TIRADENTES, N. 1837, Apto 151, BL 19 ;159.000,00;265.000,00;40.00;Apartamento, 65.63 de área total, 53.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555519163721
 8555540200762 ;SP ;SAO BERNARDO DO CAMPO ;FERRAZOPOLIS ;RUA TIRADENTES, N. 1837, Apto 11,  BL27 ;156.137,65;255.000,00;38.77;Apartamento, 0.00 de área total, 53.00 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555540200762
 1444402648440 ;SP ;SAO BERNARDO DO CAMPO ;MONTANHAO ;AVENIDA SERGIO TREVISAN (ANTIGA AVENIDA 2), N. 674, Apto 22, BL 9-X ;133.437,74;212.000,00;37.06;Apartamento, 66.54 de área total, 51.20 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444402648440
 8555513563132 ;SP ;SAO BERNARDO DO CAMPO ;VILA INDUSTRIAL ;RUA PROFESSOR ANTONIO S L RIBEIRO, N. 187, Apto 32, QD O BL187 CJ HAB DOS METALURGICOS ABC ;129.031,78;205.000,00;37.06;Apartamento, 0.00 de área total, 51.37 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555513563132
 10219353 ;SP ;SAO BERNARDO DO CAMPO ;BAETA NEVES ;RUA AMPARO, N. 288, QD 18, LT 22 ;1.319.240,60;2.070.000,00;36.27;Casa, 0.00 de área total, 463.00 de área privativa, 468.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10219353
 1444405942780 ;SP ;SAO BERNARDO DO CAMPO ;PLANALTO ;AVENIDA DOM JAIME DE BARROS CAMARA, N. 885, Apto 84, ;258.112,29;405.000,00;36.27;Apartamento, 115.65 de área total, 65.67 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444405942780
 1444406635040 ;SP ;SAO BERNARDO DO CAMPO ;PAULICEIA ;RUA CASPER LIBERO, N. 639, Apto 124, BL II ;156.142,00;245.000,00;36.27;Apartamento, 89.29 de área total, 47.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444406635040
 1444415562590 ;SP ;SAO BERNARDO DO CAMPO ;PLANALTO ;AVENIDA DOM JAIME DE BARROS CAMARA, N. 945, Apto 143, TORRE  3  VAGA NO.153 ;288.703,38;453.000,00;36.27;Apartamento, 104.27 de área total, 69.42 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444415562590
 1444417228557 ;SP ;SAO BERNARDO DO CAMPO ;SÃO BERNARDO DO CAMP ;RUA ZURICH, N. 320, Apto 12-B, BL B ;161.941,56;254.100,00;36.27;Apartamento, 95.05 de área total, 67.17 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417228557
 10223173 ;SP ;SAO BERNARDO DO CAMPO ;TABOAO ;AVENIDA DO TABOAO, N. 929, Apto 12, BL 09 ;237.000,00;237.000,00;0.00;Apartamento, 0.00 de área total, 49.06 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10223173
 1444403946843 ;SP ;SAO BERNARDO DO CAMPO ;NOVA PETROPOLIS ;RUA ERNESTA PELOSINI, N. 207, Apto 33, TR B - ED CITY BLUES ;470.000,00;470.000,00;0.00;Apartamento, 109.98 de área total, 71.78 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444403946843
 1444406565549 ;SP ;SAO BERNARDO DO CAMPO ;JURUBATUBA ;RUA LEONARDO MARTINS NETO, N. 205, Apto 44, BL I ;277.000,00;277.000,00;0.00;Apartamento, 0.00 de área total, 56.00 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444406565549
 1444408450927 ;SP ;SAO BERNARDO DO CAMPO ;SANTA TEREZINHA ;RUA WENCESLAU RICHTER, N. 23, Apto 201, BL B TÉRREO ED 63 ;254.077,00;254.077,00;0.00;Apartamento, 74.57 de área total, 53.14 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444408450927
 1444420271751 ;SP ;SAO BERNARDO DO CAMPO ;PARQUE DOS PASSAROS ;RUA DOS UIRAPURUS, N. 545, LT 16 QD 34 ;2.280.000,00;2.280.000,00;0.00;Casa, 453.88 de área total, 453.88 de área privativa, 414.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444420271751
 8312400003178 ;SP ;SAO BERNARDO DO CAMPO ;TABOAO ;AVENIDA DO TABOAO, N. 2700, Apto 56, BL B ;210.000,00;210.000,00;0.00;Apartamento, 85.03 de área total, 49.64 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8312400003178
 8555514695121 ;SP ;SAO BERNARDO DO CAMPO ;SANTA TEREZINHA ;RUA PAPA PAULO VI, N. 151, Apto 02, ED 01 ;355.827,70;355.827,70;0.00;Apartamento, 101.67 de área total, 56.41 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 2 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555514695121
 8787711974024 ;SP ;SAO BERNARDO DO CAMPO ;SANTA TEREZINHA ;RUA WENCESLAU RICHTER, N. 03, Apto 144, BL B ;305.000,00;305.000,00;0.00;Apartamento, 72.43 de área total, 46.24 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711974024
 10223170 ;SP ;SAO BERNARDO DO CAMPO ;CENTRO ;AVENIDA FRANCISCO PRESTES MAIA, N. 902, SL 122 ;253.000,00;240.000,00;0.00;Sala, 0.00 de área total, 28.01 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10223170
 1555538580628 ;SP ;SAO BERNARDO DO CAMPO ;SANTA TEREZINHA ;RUA AMARO JOSE GONCALVES, N. 142, Apto 64, LT 07/ 08/ 09 QD 06 VG 46/ 47 ;399.810,28;352.700,00;0.00;Apartamento, 0.00 de área total, 47.93 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555538580628
 8207509050003 ;SP ;SAO BERNARDO DO CAMPO ;JARDIM INDUSTRIAL ;RUA JOSE CARDOSO SIQUEIRA, N. 34, LT 08 QD 01 ;893.811,50;692.000,00;0.00;Casa, 340.43 de área total, 340.43 de área privativa, 150.00 de área do terreno,  4 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8207509050003
 1444422494049 ;SP ;SAO BERNARDO DO CAMPO ;VILA EUCLIDES ;RUA ANUNCIATA GOBBI, N. 184, ;603.415,10;432.060,26;0.00;Casa, 91.66 de área total, 67.05 de área privativa, 128.80 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444422494049
 10208365 ;SP ;SAO CAETANO DO SUL ;SANTA PAULA ;RUA ANTONIO BENTO, N. 85, SL 1-A, 1º ANDAR ;645.519,72;1.095.000,00;41.05;Sala, 0.00 de área total, 231.94 de área privativa, 0.00 de área do terreno, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10208365
 10208371 ;SP ;SAO CAETANO DO SUL ;SANTA PAULA ;RUA ANTONIO BENTO, N. 85, LJ 01, TÉRREO ;783.450,46;1.294.000,00;39.46;Loja, 0.00 de área total, 220.00 de área privativa, 0.00 de área do terreno, 4 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10208371
 10208368 ;SP ;SAO CAETANO DO SUL ;SANTA PAULA ;RUA ANTONIO BENTO, N. 85, SL 1-B, 1º ANDAR ;637.314,30;1.000.000,00;36.27;Sala, 0.00 de área total, 231.93 de área privativa, 0.00 de área do terreno, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10208368
 8555537806787 ;SP ;SAO CARLOS ;PARQUE FEHR ;RUA RUA JOAO DERIGGI, N. 181, Apto 202, BL 19 ;76.080,72;169.840,10;55.21;Apartamento, 88.01 de área total, 41.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537806787
 8555520310406 ;SP ;SAO CARLOS ;RECREIO SAO JUDAS TADEU ;AVENIDA GREGORIO AVERSA, N. 450, Apto 101, BL 05 VG 84 ;90.637,34;161.000,00;43.71;Apartamento, 0.00 de área total, 42.69 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555520310406
